estacion_id,fecha,hora,nivel_agua_m,velocidad_ms,caudal_m3_s,temperatura_C,pH,oxigeno_disuelto_mg_L,turbidez_NTU,conductividad_uS_cm
AMZ-IQT-001,2024-12-15,16:00,59.92,1.465,231842,27.8,6.76,6.11,337,87
AMZ-IQT-001,2024-12-16,07:00,55.15,1.348,213388,26.4,6.44,6.16,307,72
AMZ-IQT-001,2024-12-17,14:00,50.18,1.226,194138,26.7,6.74,5.64,265,78
AMZ-IQT-001,2024-12-18,12:00,56.15,1.372,217245,26.5,6.51,6.14,314,84
AMZ-IQT-001,2024-12-19,14:00,55.01,1.345,212840,27.2,6.39,5.86,311,77
AMZ-IQT-001,2024-12-20,17:00,52.93,1.294,204781,27.1,6.59,6.59,321,86
AMZ-IQT-001,2024-12-21,07:00,57.16,1.397,221154,27.1,6.78,6.25,296,89
AMZ-IQT-001,2024-12-22,14:00,61.33,1.499,237306,25.7,6.42,5.87,327,87
AMZ-IQT-001,2024-12-23,07:00,58.06,1.419,224626,25.0,6.67,7.08,295,83
AMZ-IQT-001,2024-12-24,15:00,56.36,1.378,218067,26.7,6.43,6.07,309,85
AMZ-IQT-001,2024-12-25,10:00,56.13,1.372,217171,26.1,6.02,6.83,318,87
AMZ-IQT-001,2024-12-26,13:00,55.33,1.352,214068,25.1,6.47,6.46,318,84
AMZ-IQT-001,2024-12-27,06:00,58.09,1.42,224766,27.1,6.26,7.09,310,76
AMZ-IQT-001,2024-12-28,16:00,57.68,1.41,223151,27.1,6.44,5.52,323,89
AMZ-IQT-001,2024-12-29,17:00,58.0,1.418,224418,25.1,6.48,5.97,342,85
AMZ-IQT-001,2024-12-30,14:00,53.67,1.312,207641,25.6,6.03,6.6,287,88
AMZ-IQT-001,2024-12-31,11:00,55.09,1.346,213135,25.3,6.18,6.51,308,81
AMZ-IQT-001,2025-01-01,17:00,53.32,1.303,206300,27.0,6.48,6.55,322,74
AMZ-IQT-001,2025-01-02,09:00,56.23,1.374,217555,25.6,6.34,6.3,288,100
AMZ-IQT-001,2025-01-03,07:00,56.07,1.37,216928,27.3,6.75,6.36,331,94
AMZ-IQT-001,2025-01-04,15:00,51.22,1.252,198179,26.3,6.68,5.62,280,75
AMZ-IQT-001,2025-01-05,07:00,51.8,1.266,200423,24.8,6.58,5.98,287,78
AMZ-IQT-001,2025-01-06,10:00,53.37,1.305,206501,24.6,6.47,6.88,308,84
AMZ-IQT-001,2025-01-07,07:00,58.96,1.441,228137,26.1,6.36,6.33,327,83
AMZ-IQT-001,2025-01-08,06:00,55.27,1.351,213856,25.5,6.56,6.88,306,76
AMZ-IQT-001,2025-01-09,07:00,52.01,1.271,201224,25.2,6.25,6.68,296,75
AMZ-IQT-001,2025-01-10,17:00,60.87,1.488,235519,25.6,5.96,6.28,330,73
AMZ-IQT-001,2025-01-11,08:00,56.61,1.384,219023,26.9,6.68,6.21,326,76
AMZ-IQT-001,2025-01-12,10:00,50.81,1.242,196569,25.6,6.67,6.45,293,84
AMZ-IQT-001,2025-01-13,14:00,53.89,1.317,208516,26.6,6.42,6.05,340,94
AMZ-IQT-001,2025-01-14,10:00,51.84,1.267,200581,25.3,6.29,7.18,290,80
AMZ-IQT-001,2025-01-15,13:00,57.64,1.409,223023,24.3,6.68,6.29,316,76
AMZ-IQT-001,2025-01-16,07:00,56.44,1.379,218351,26.8,6.35,5.99,348,80
AMZ-IQT-001,2025-01-17,15:00,56.27,1.375,217705,25.4,6.71,7.8,321,82
AMZ-IQT-001,2025-01-18,15:00,60.3,1.474,233292,25.8,6.5,5.99,319,81
AMZ-IQT-001,2025-01-19,10:00,50.22,1.227,194290,23.6,6.95,6.22,268,89
AMZ-IQT-001,2025-01-20,17:00,55.57,1.358,215015,25.1,6.3,6.82,304,97
AMZ-IQT-001,2025-01-21,07:00,53.6,1.31,207386,25.7,6.41,6.41,308,75
AMZ-IQT-001,2025-01-22,06:00,56.29,1.376,217787,26.0,6.24,6.47,335,83
AMZ-IQT-001,2025-01-23,15:00,54.69,1.337,211594,25.9,6.62,6.61,295,84
AMZ-IQT-001,2025-01-24,12:00,53.45,1.306,206802,26.0,5.87,6.02,306,88
AMZ-IQT-001,2025-01-25,15:00,55.4,1.354,214333,25.5,6.39,5.89,330,86
AMZ-IQT-001,2025-01-26,16:00,50.16,1.226,194067,25.7,6.4,7.27,286,77
AMZ-IQT-001,2025-01-27,08:00,51.33,1.255,198593,24.3,6.43,6.45,293,78
AMZ-IQT-001,2025-01-28,09:00,58.74,1.436,227254,26.3,6.49,6.35,331,91
AMZ-IQT-001,2025-01-29,17:00,56.06,1.37,216881,25.8,6.24,6.23,329,77
AMZ-IQT-001,2025-01-30,07:00,50.56,1.236,195628,25.6,6.77,6.9,258,82
AMZ-IQT-001,2025-01-31,13:00,51.67,1.263,199896,25.7,6.43,6.43,288,94
AMZ-IQT-001,2025-02-01,13:00,56.34,1.377,218001,25.0,6.16,6.41,302,94
AMZ-IQT-001,2025-02-02,15:00,53.54,1.309,207134,24.9,6.58,5.77,296,75
AMZ-IQT-001,2025-02-03,17:00,54.92,1.342,212501,25.7,6.72,7.68,314,76
AMZ-IQT-001,2025-02-04,10:00,50.51,1.235,195444,24.8,6.32,6.41,286,80
AMZ-IQT-001,2025-02-05,07:00,57.63,1.409,222987,25.1,6.51,6.3,372,82
AMZ-IQT-001,2025-02-06,13:00,51.32,1.254,198570,24.0,6.53,6.2,282,83
AMZ-IQT-001,2025-02-07,06:00,53.57,1.309,207246,25.6,6.82,6.92,292,85
AMZ-IQT-001,2025-02-08,08:00,55.42,1.354,214409,24.1,5.92,5.85,305,75
AMZ-IQT-001,2025-02-09,14:00,52.16,1.275,201815,25.1,6.57,6.19,297,91
AMZ-IQT-001,2025-02-10,09:00,51.55,1.26,199467,25.4,6.61,6.23,291,87
AMZ-IQT-001,2025-02-11,15:00,55.65,1.36,215303,26.1,6.64,6.59,304,79
AMZ-IQT-001,2025-02-12,09:00,47.68,1.165,184494,23.9,6.49,6.83,284,70
AMZ-IQT-001,2025-02-13,16:00,54.03,1.321,209041,24.3,6.2,6.79,304,84
AMZ-IQT-001,2025-02-14,13:00,57.64,1.409,223020,25.7,6.73,6.27,336,78
AMZ-IQT-001,2025-02-15,16:00,56.17,1.373,217329,26.0,6.54,6.12,310,89
AMZ-IQT-001,2025-02-16,15:00,55.03,1.345,212905,25.4,6.27,6.16,323,82
AMZ-IQT-001,2025-02-17,16:00,55.72,1.362,215596,22.5,6.66,7.04,346,91
AMZ-IQT-001,2025-02-18,16:00,55.2,1.349,213559,26.4,6.65,6.58,315,86
AMZ-IQT-001,2025-02-19,12:00,53.7,1.313,207780,25.3,6.77,6.81,299,72
AMZ-IQT-001,2025-02-20,10:00,49.03,1.198,189686,24.0,6.45,5.72,273,81
AMZ-IQT-001,2025-02-21,15:00,57.11,1.396,220967,23.9,6.73,5.88,305,82
AMZ-IQT-001,2025-02-22,08:00,55.78,1.363,215828,25.5,6.13,6.49,350,90
AMZ-IQT-001,2025-02-23,15:00,47.12,1.152,182328,24.7,6.46,6.71,274,73
AMZ-IQT-001,2025-02-24,15:00,52.13,1.274,201697,22.9,6.42,6.41,279,87
AMZ-IQT-001,2025-02-25,11:00,53.56,1.309,207210,24.0,6.63,6.87,317,86
AMZ-IQT-001,2025-02-26,10:00,60.67,1.483,234745,24.8,6.34,6.55,328,79
AMZ-IQT-001,2025-02-27,13:00,50.43,1.233,195128,25.6,6.6,6.34,308,92
AMZ-IQT-001,2025-02-28,16:00,56.15,1.372,217234,25.2,6.7,6.59,328,87
AMZ-IQT-001,2025-03-01,13:00,56.01,1.369,216724,23.8,6.12,6.47,329,80
AMZ-IQT-001,2025-03-02,14:00,54.22,1.325,209773,25.7,6.11,6.53,281,89
AMZ-IQT-001,2025-03-03,13:00,56.31,1.376,217882,25.6,6.48,6.19,333,70
AMZ-IQT-001,2025-03-04,06:00,57.37,1.402,221977,24.6,6.41,5.84,293,93
AMZ-IQT-001,2025-03-05,17:00,52.48,1.283,203028,26.4,6.53,6.42,275,92
AMZ-IQT-001,2025-03-06,10:00,55.31,1.352,213978,25.9,6.48,6.59,324,77
AMZ-IQT-001,2025-03-07,12:00,53.96,1.319,208775,24.6,6.9,6.13,286,98
AMZ-IQT-001,2025-03-08,07:00,51.12,1.249,197774,26.2,6.22,5.89,303,80
AMZ-IQT-001,2025-03-09,11:00,53.76,1.314,208004,26.1,6.26,7.35,295,78
AMZ-IQT-001,2025-03-10,14:00,52.38,1.28,202676,23.1,6.56,6.7,296,85
AMZ-IQT-001,2025-03-11,17:00,51.9,1.269,200812,23.9,6.41,6.43,282,88
AMZ-IQT-001,2025-03-12,06:00,53.77,1.314,208019,24.5,6.74,6.57,317,101
AMZ-IQT-001,2025-03-13,10:00,55.74,1.362,215659,24.2,6.08,6.16,319,83
AMZ-IQT-001,2025-03-14,06:00,54.61,1.335,211283,24.6,6.33,5.76,310,80
AMZ-IQT-001,2025-03-15,08:00,55.89,1.366,216242,23.8,6.5,5.79,318,90
AMZ-IQT-001,2025-03-16,16:00,55.12,1.347,213262,25.6,6.68,6.74,296,86
AMZ-IQT-001,2025-03-17,11:00,55.18,1.349,213506,23.4,6.76,5.39,314,90
AMZ-IQT-001,2025-03-18,15:00,51.48,1.258,199180,24.9,6.51,6.67,268,81
AMZ-IQT-001,2025-03-19,08:00,52.19,1.276,201934,24.2,6.29,6.28,299,84
AMZ-IQT-001,2025-03-20,11:00,48.94,1.196,189336,24.2,6.63,6.46,287,87
AMZ-IQT-001,2025-03-21,07:00,49.35,1.206,190935,22.9,6.46,6.22,275,86
AMZ-IQT-001,2025-03-22,07:00,51.3,1.254,198495,24.9,6.69,5.85,277,80
AMZ-IQT-001,2025-03-23,09:00,60.17,1.471,232806,25.8,6.42,7.07,328,104
AMZ-IQT-001,2025-03-24,07:00,54.21,1.325,209742,25.0,6.62,6.94,305,89
AMZ-IQT-001,2025-03-25,12:00,56.62,1.384,219078,24.7,6.5,6.69,295,81
AMZ-IQT-001,2025-03-26,16:00,54.21,1.325,209733,25.3,6.32,7.13,277,81
AMZ-IQT-001,2025-03-27,16:00,51.13,1.25,197827,25.4,6.74,6.61,278,87
AMZ-IQT-001,2025-03-28,17:00,53.47,1.307,206881,24.3,6.59,7.65,326,84
AMZ-IQT-001,2025-03-29,12:00,53.51,1.308,207037,26.6,6.58,6.63,286,80
AMZ-IQT-001,2025-03-30,15:00,55.35,1.353,214158,25.0,6.75,6.5,292,90
AMZ-IQT-001,2025-03-31,13:00,53.3,1.303,206219,24.9,6.09,6.61,285,69
AMZ-IQT-001,2025-04-01,08:00,38.35,0.937,148382,24.0,6.51,6.42,206,76
AMZ-IQT-001,2025-04-02,16:00,36.18,0.884,139966,23.7,6.48,6.09,188,70
AMZ-IQT-001,2025-04-03,07:00,40.15,0.981,155330,25.3,6.09,6.27,223,72
AMZ-IQT-001,2025-04-04,12:00,35.25,0.862,136376,26.1,6.34,6.22,184,71
AMZ-IQT-001,2025-04-05,12:00,39.67,0.97,153486,24.6,6.55,6.39,248,89
AMZ-IQT-001,2025-04-06,13:00,41.83,1.022,161825,26.0,6.54,6.3,245,90
AMZ-IQT-001,2025-04-07,09:00,41.33,1.01,159908,24.7,6.15,6.09,230,92
AMZ-IQT-001,2025-04-08,16:00,36.58,0.894,141528,24.7,6.45,5.79,205,76
AMZ-IQT-001,2025-04-09,14:00,42.56,1.04,164655,24.2,6.37,6.63,245,90
AMZ-IQT-001,2025-04-10,17:00,40.19,0.982,155507,26.2,6.38,6.37,236,89
AMZ-IQT-001,2025-04-11,17:00,40.9,1.0,158234,25.1,6.44,6.13,225,84
AMZ-IQT-001,2025-04-12,12:00,39.31,0.961,152090,26.1,6.53,7.1,214,75
AMZ-IQT-001,2025-04-13,08:00,40.78,0.997,157793,25.4,6.63,6.41,212,74
AMZ-IQT-001,2025-04-14,11:00,38.94,0.952,150645,27.0,6.2,6.8,219,86
AMZ-IQT-001,2025-04-15,10:00,38.78,0.948,150041,25.2,6.29,6.66,235,90
AMZ-IQT-001,2025-04-16,07:00,40.24,0.984,155708,25.6,7.09,6.66,229,86
AMZ-IQT-001,2025-04-17,09:00,37.84,0.925,146414,25.9,6.4,6.59,194,75
AMZ-IQT-001,2025-04-18,09:00,41.51,1.014,160589,25.4,6.82,5.9,233,67
AMZ-IQT-001,2025-04-19,14:00,37.28,0.911,144238,25.6,6.62,7.38,190,91
AMZ-IQT-001,2025-04-20,12:00,35.37,0.864,136840,26.3,6.53,7.24,199,89
AMZ-IQT-001,2025-04-21,14:00,39.04,0.954,151041,26.2,6.33,6.54,218,78
AMZ-IQT-001,2025-04-22,11:00,39.59,0.968,153183,23.6,6.46,6.21,245,88
AMZ-IQT-001,2025-04-23,10:00,40.02,0.978,154846,26.5,6.55,6.52,237,83
AMZ-IQT-001,2025-04-24,06:00,36.64,0.895,141749,26.9,6.79,6.74,221,75
AMZ-IQT-001,2025-04-25,09:00,42.76,1.045,165429,25.8,6.4,5.86,252,101
AMZ-IQT-001,2025-04-26,13:00,38.76,0.947,149957,26.4,6.34,6.34,212,63
AMZ-IQT-001,2025-04-27,17:00,37.92,0.927,146727,26.5,6.4,5.84,218,83
AMZ-IQT-001,2025-04-28,11:00,40.02,0.978,154843,26.0,6.39,6.78,242,69
AMZ-IQT-001,2025-04-29,09:00,40.69,0.994,157414,24.9,6.73,7.56,238,85
AMZ-IQT-001,2025-04-30,15:00,37.29,0.911,144263,25.3,6.82,7.66,213,90
AMZ-IQT-001,2025-05-01,07:00,42.14,1.03,163038,26.0,6.32,6.1,258,89
AMZ-IQT-001,2025-05-02,10:00,42.22,1.032,163337,25.4,6.76,7.63,227,70
AMZ-IQT-001,2025-05-03,09:00,36.68,0.897,141917,24.9,6.43,5.56,208,88
AMZ-IQT-001,2025-05-04,06:00,42.61,1.041,164846,26.4,6.59,5.8,233,89
AMZ-IQT-001,2025-05-05,13:00,40.62,0.993,157141,25.9,6.3,5.8,239,94
AMZ-IQT-001,2025-05-06,15:00,39.89,0.975,154320,27.8,6.53,6.25,241,83
AMZ-IQT-001,2025-05-07,08:00,40.0,0.978,154748,27.1,6.47,6.09,198,79
AMZ-IQT-001,2025-05-08,11:00,43.31,1.059,167580,27.3,6.63,6.95,244,93
AMZ-IQT-001,2025-05-09,13:00,40.1,0.98,155167,27.3,6.51,6.17,215,77
AMZ-IQT-001,2025-05-10,14:00,41.11,1.005,159047,25.7,6.06,5.94,227,85
AMZ-IQT-001,2025-05-11,11:00,40.05,0.979,154955,26.7,6.37,5.84,226,86
AMZ-IQT-001,2025-05-12,17:00,39.96,0.977,154609,28.3,6.21,6.92,217,78
AMZ-IQT-001,2025-05-13,16:00,42.4,1.036,164044,25.2,6.55,6.66,249,90
AMZ-IQT-001,2025-05-14,17:00,40.0,0.978,154756,29.2,6.69,5.49,227,87
AMZ-IQT-001,2025-05-15,06:00,45.35,1.108,175452,27.2,6.84,6.59,241,83
AMZ-IQT-001,2025-05-16,17:00,42.05,1.028,162704,26.9,6.63,6.18,232,99
AMZ-IQT-001,2025-05-17,09:00,44.81,1.095,173376,28.3,6.5,6.15,268,95
AMZ-IQT-001,2025-05-18,14:00,43.72,1.069,169146,26.9,6.53,7.12,255,90
AMZ-IQT-001,2025-05-19,12:00,42.39,1.036,163995,26.8,6.42,6.85,234,85
AMZ-IQT-001,2025-05-20,10:00,41.02,1.003,158725,27.9,6.54,6.68,230,82
AMZ-IQT-001,2025-05-21,09:00,40.41,0.988,156361,26.7,6.47,6.17,233,85
AMZ-IQT-001,2025-05-22,06:00,41.9,1.024,162120,28.1,6.55,5.91,238,90
AMZ-IQT-001,2025-05-23,13:00,45.09,1.102,174461,27.8,6.64,6.6,260,87
AMZ-IQT-001,2025-05-24,10:00,41.87,1.023,161997,27.1,6.61,6.51,256,98
AMZ-IQT-001,2025-05-25,16:00,42.78,1.046,165532,28.1,7.04,6.37,257,77
AMZ-IQT-001,2025-05-26,17:00,42.63,1.042,164942,29.1,6.6,7.12,223,70
AMZ-IQT-001,2025-05-27,08:00,42.23,1.032,163402,27.2,7.02,6.25,249,78
AMZ-IQT-001,2025-05-28,14:00,38.64,0.944,149507,28.7,6.45,5.6,213,79
